[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-28 08:49:49] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-28 08:49:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-28 08:49:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-28 08:49:50] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389\
[2024-10-28 08:49:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://mongol-tori.local/
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css?simply_static_page=126
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 386 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503fa4f36-N13e3y.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:c155cb237b599a1e0e268cdd4d5f704165b8fad3===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503fbd80a-rPwaan.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css?simply_static_page=127
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css?simply_static_page=127
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 320 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503fbd80a-rPwaan.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:df6220a46210e49d65539d02d35ccacb7762c50d===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503fca082-SqqDfs.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css?simply_static_page=128
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css?simply_static_page=128
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 389 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503fca082-SqqDfs.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:41ef4f72f2d6b434f52a5933d7784e3380ec519c===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503fdc10f-FerPeZ.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?simply_static_page=129
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?simply_static_page=129
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 323 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503fdc10f-FerPeZ.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:07] [class-ss-page.php:119] Checking Content Identical:54138af38b01ee02c1090d20e322b8bb7fa38e58===. Value: FALSE
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2024-10-28 08:50:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 659
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f503fea8f2-nhFM1v.tmp
[2024-10-28 08:50:07] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css?simply_static_page=130
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css?simply_static_page=130
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:103] Filesize: 380 bytes
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2024-10-28 08:50:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f503fea8f2-nhFM1v.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2024-10-28 08:50:07] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:08] [class-ss-page.php:119] Checking Content Identical:d398733c6df568ac0203cf4e782c1791d1d39dcb===. Value: FALSE
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2024-10-28 08:50:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 659
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f504004d30-Ym52gx.tmp
[2024-10-28 08:50:08] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css?simply_static_page=131
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css?simply_static_page=131
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:103] Filesize: 314 bytes
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f504004d30-Ym52gx.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:08] [class-ss-page.php:119] Checking Content Identical:01da20206ce9a1b4ed2cc2f7fbd41f219ab1003a===. Value: FALSE
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js
[2024-10-28 08:50:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 659
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f504013e56-juAYL2.tmp
[2024-10-28 08:50:08] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js?simply_static_page=132
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js?simply_static_page=132
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:103] Filesize: 133156 bytes
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f504013e56-juAYL2.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.js
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:08] [class-ss-page.php:119] Checking Content Identical:a011fe207b172ff24f85e0b855be719e5dba9f81===. Value: FALSE
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js
[2024-10-28 08:50:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 659
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50403654e-YVohIC.tmp
[2024-10-28 08:50:08] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js?simply_static_page=133
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js?simply_static_page=133
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:103] Filesize: 45156 bytes
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50403654e-YVohIC.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/backbone/backbone.marionette.min.js
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:08] [class-ss-page.php:119] Checking Content Identical:1cbee1e971d511cddc67dbc188265439fc774c86===. Value: FALSE
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js
[2024-10-28 08:50:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 659
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f50404eba3-Yb80UC.tmp
[2024-10-28 08:50:08] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js?simply_static_page=134
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js?simply_static_page=134
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:103] Filesize: 10363 bytes
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f50404eba3-Yb80UC.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.js
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:08] [class-ss-page.php:119] Checking Content Identical:42bc66f9e83ba987eb528be0c2bd3e6914605e36===. Value: FALSE
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js
[2024-10-28 08:50:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 659
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/671f504076152-vvPhFs.tmp
[2024-10-28 08:50:08] [class-ss-page-handler.php:38] URL Prepared:http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js?simply_static_page=135
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:251] Fetching URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js?simply_static_page=135
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:103] Filesize: 3753 bytes
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js
[2024-10-28 08:50:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/671f504076152-vvPhFs.tmp to C:\Users\KHAN GADGET\Local Sites\mongol-tori\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1730105389/wp-content/plugins/elementor/assets/lib/backbone/backbone.radio.min.js
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-28 08:50:08] [class-ss-page.php:119] Checking Content Identical:9d72caa3fc433eb72c1cbc0f3be7873adb8f53a6===. Value: FALSE
[2024-10-28 08:50:08] [class-ss-fetch-urls-task.php:72] URL: http://mongol-tori.local/wp-content/plugins/elementor/assets/lib/color-thief/color-thief.min.js
